city,lat,lng
Bronx,40.8501,-73.8662
Fulton,43.3171,-76.4162
Briarcliff Manor,41.14,-73.844
Irvington,41.0349,-73.8661
Washingtonville,41.4296,-74.1578
Poughkeepsie,41.6949,-73.921
Mineola,40.7469,-73.6392
Patchogue,40.7621,-73.0185
Johnson City,42.123,-75.9624
Brockport,43.2136,-77.9404
Tonawanda,43.0105,-78.8805
Mamaroneck,40.9469,-73.7316
East Rochester,43.1121,-77.4869
Depew,42.9117,-78.7044
Rye,40.969,-73.6878
Haverstraw,41.1934,-73.952
Harrison,41.0233,-73.7192
Cortland,42.6004,-76.1784
Norwich,42.5333,-75.5227
Hudson Falls,43.3042,-73.5818
Honeoye Falls,42.9557,-77.5903
Garden City,40.7266,-73.6447
Port Jefferson,40.9465,-73.0579
Baldwinsville,43.157,-76.3318
Ballston Spa,43.0068,-73.8524
Fairport,43.099,-77.4427
Oswego,43.4516,-76.5005
Woodbury,41.3284,-74.1004
Hilton,43.29,-77.7925
North Tonawanda,43.0457,-78.8659
Jamestown,42.0975,-79.2366
Webster,43.215,-77.4225
Sidney,42.3067,-75.3984
East Rockaway,40.6432,-73.6672
Kaser,41.1213,-74.0685
Oneonta,42.4551,-75.0666
Owego,42.1047,-76.263
Kenmore,42.9646,-78.8713
Long Beach,40.5887,-73.666
Tuckahoe,40.953,-73.823
Valatie,42.4134,-73.6778
Troy,42.7354,-73.6751
Nyack,41.0919,-73.9143
Great Neck,40.8028,-73.733
Chester,41.357,-74.2769
Attica,42.8641,-78.2798
Ithaca,42.4442,-76.5032
Larchmont,40.9258,-73.7529
Rensselaer,42.6465,-73.7328
Cedarhurst,40.6252,-73.7278
Yonkers,40.9466,-73.8674
Lawrence,40.6042,-73.7149
Brooklyn,40.6501,-73.9496
East Aurora,42.7666,-78.6172
Massena,44.9292,-74.8923
Binghamton,42.1014,-75.9093
Spring Valley,41.1151,-74.0485
Oneida,43.0769,-75.6621
Gowanda,42.4612,-78.9339
Kings Point,40.8162,-73.7408
Lancaster,42.9007,-78.6701
Hudson,42.2515,-73.7859
Fort Plain,42.9316,-74.6277
Sleepy Hollow,41.0936,-73.8724
Dunkirk,42.4803,-79.3323
Manhattan,40.7834,-73.9662
Beacon,41.5036,-73.9655
Geneva,42.8644,-76.9827
Wellsville,42.1207,-77.9458
Mount Vernon,40.9136,-73.8291
Johnstown,43.0073,-74.3755
Solvay,43.0573,-76.2126
Glen Cove,40.8709,-73.6287
Scotia,42.8321,-73.9607
Gloversville,43.0491,-74.3465
Staten Island,40.5834,-74.1496
New Hyde Park,40.7324,-73.6857
Exeter,41.3338,-75.8214
Clarion,41.2106,-79.3803
Millersville,40.0047,-76.3522
Camp Hill,40.2422,-76.9274
Canonsburg,40.2642,-80.1868
Grove City,41.1571,-80.0893
Cresson,40.4626,-78.5866
Quakertown,40.4398,-75.3456
Hatboro,40.1775,-75.1054
Folcroft,39.8891,-75.277
Connellsville,40.0158,-79.5899
State College,40.7909,-77.8568
North East,42.2134,-79.8333
Montgomery,41.1709,-76.874
Nazareth,40.74,-75.3132
Harrisburg,40.2752,-76.8843
Sugarcreek,41.438,-79.8183
White Oak,40.3415,-79.8007
Lansdale,40.2417,-75.2812
Swarthmore,39.9022,-75.3488
Olyphant,41.4506,-75.5753
Shamokin,40.7883,-76.555
Murrysville,40.4456,-79.6555
West Chester,39.9601,-75.6058
Red Lion,39.8986,-76.6078
Sayre,41.9855,-76.5207
Kittanning,40.8279,-79.5233
Nanticoke,41.2004,-76.0003
Kingston,41.2652,-75.8875
Titusville,41.6273,-79.6699
Washington,40.174,-80.2466
Waynesburg,39.8983,-80.1855
Downingtown,40.0076,-75.7019
Butler,40.8615,-79.8962
Munhall,40.3937,-79.9004
Mount Carmel,40.7959,-76.4121
Wyomissing,40.3317,-75.9703
Carlisle,40.1999,-77.2042
Dunmore,41.4153,-75.6072
Mechanicsburg,40.2115,-77.006
Altoona,40.5082,-78.4007
Northampton,40.6866,-75.4904
Tyrone,40.6764,-78.2461
Corry,41.926,-79.6358
Archbald,41.5077,-75.5453
Moosic,41.3584,-75.7027
Bristol,40.1028,-74.8529
Ashland,40.7811,-76.3451
Warren,41.8433,-79.1445
Quarryville,39.8957,-76.1617
Jefferson Hills,40.2927,-79.9329
Duquesne,40.3732,-79.8501
Jeannette,40.3277,-79.6139
Norwood,39.8864,-75.2964
Lansdowne,39.9408,-75.276
Birdsboro,40.2618,-75.81
Steelton,40.2258,-76.8254
New Castle,40.9956,-80.3458
McKees Rocks,40.4688,-80.063
Glenolden,39.8996,-75.292
Indiana,40.6219,-79.1552
Columbia,40.0347,-76.4943
Easton,40.6858,-75.2209
Plum,40.5024,-79.7496
Pottstown,40.2508,-75.6445
Baldwin,40.369,-79.9669
York,39.9651,-76.7315
Lewistown,40.5964,-77.5731
Lebanon,40.3412,-76.4228
Media,39.9198,-75.3888
Aliquippa,40.6155,-80.2548
Chambersburg,39.9315,-77.6556
Catasauqua,40.6531,-75.4643
New Kensington,40.5711,-79.7521
Wilkinsburg,40.4442,-79.8733
Williamsport,41.2398,-77.0371
Bellefonte,40.9141,-77.7683
Hermitage,41.231,-80.4412
Erie,42.1168,-80.0733
Shippensburg,40.0485,-77.5227
Philadelphia,40.0076,-75.134
Swissvale,40.4207,-79.8858
Ridley Park,39.8785,-75.3251
Tamaqua,40.8033,-75.9344
New Brighton,40.7355,-80.3091
Ephrata,40.1811,-76.1812
Dover,40.0033,-76.8484
Lehighton,40.8306,-75.7165
Lititz,40.154,-76.3044
Hazleton,40.9504,-75.9724
Castle Shannon,40.3664,-80.0194
Palmerton,40.8023,-75.616
Latrobe,40.3125,-79.3825
Clairton,40.2976,-79.8853
Orwigsburg,40.6541,-76.104
Greensburg,40.3113,-79.5444
Brentwood,40.3734,-79.9757
Monroeville,40.4262,-79.7605
Turtle Creek,40.4085,-79.8214
Coatesville,39.9849,-75.8199
Middletown,40.201,-76.7289
Carbondale,41.5714,-75.5048
Lancaster,40.0421,-76.3012
Johnstown,40.3258,-78.9194
Plymouth,41.2404,-75.9505
Sharon Hill,39.9075,-75.2678
Dormont,40.3941,-80.0377
Blakely,41.4859,-75.6012
Meadville,41.6476,-80.1467
Pottsville,40.6798,-76.2092
Perkasie,40.3719,-75.292
New Holland,40.1008,-76.09
Bloomsburg,41.0027,-76.4561
Scranton,41.4044,-75.6649
Hanover,39.8117,-76.9835
Carnegie,40.408,-80.0861
Edinboro,41.8762,-80.1246
Uniontown,39.8994,-79.7243
Reading,40.34,-75.9266
Du Bois,41.1225,-78.7564
Selinsgrove,40.8003,-76.8647
Sunbury,40.8617,-76.7874
Old Forge,41.3705,-75.7409
Collegeville,40.1873,-75.4581
Somerset,40.0049,-79.0778
Conshohocken,40.0772,-75.3035
New Cumberland,40.2297,-76.8764
Huntingdon,40.5,-78.0098
Bethel Park,40.3239,-80.0364
Doylestown,40.314,-75.128
Prospect Park,39.8858,-75.3074
Whitehall,40.3602,-79.9898
Kutztown,40.5212,-75.7773
Phoenixville,40.1358,-75.5201
Slippery Rock,41.0695,-80.058
West Mifflin,40.3581,-79.9072
California,40.0692,-79.9152
Palmyra,40.31,-76.5944
Emmaus,40.5352,-75.4978
South Williamsport,41.2294,-77.0009
Pleasant Hills,40.3298,-79.9596
Monessen,40.1519,-79.8828
Philipsburg,40.8952,-78.2145
Norristown,40.1224,-75.3399
Pittsburgh,40.4396,-79.9763
Ambridge,40.5922,-80.2265
Taylor,41.3958,-75.7147
Elizabethtown,40.1534,-76.5991
Franklin,41.3936,-79.8425
Lower Burrell,40.5818,-79.7141
Lock Haven,41.1365,-77.4521
Yeadon,39.9325,-75.2527
Darby,39.921,-75.2611
Waynesboro,39.7525,-77.5822
Crafton,40.4333,-80.0712
Honesdale,41.5774,-75.2524
Fox Chapel,40.5247,-79.8898
Hollidaysburg,40.4311,-78.393
Allentown,40.5961,-75.4756
Forest Hills,40.4251,-79.8544
Kennett Square,39.8438,-75.7113
Blairsville,40.4325,-79.2599
West View,40.5182,-80.0333
Sharon,41.2339,-80.4997
Beaver Falls,40.762,-80.3225
Punxsutawney,40.9437,-78.9767
Hellertown,40.5811,-75.3378
Littlestown,39.7452,-77.0891
Dickson City,41.4683,-75.6358
Northern Cambria,40.6561,-78.7784
Clifton Heights,39.9301,-75.2958
Wilson,40.6844,-75.2407
Muncy,41.2021,-76.7854
Franklin Park,40.5903,-80.0999
Jersey Shore,41.2012,-77.2666
Stewartstown,39.7528,-76.5925
Shenandoah,40.8167,-76.2004
Jim Thorpe,40.8712,-75.7433
Bangor,40.8678,-75.2085
Clearfield,41.0216,-78.439
Mount Joy,40.1105,-76.5065
Souderton,40.311,-75.3223
Monaca,40.6833,-80.2736
East Stroudsburg,41.0023,-75.1779
Portage,40.3869,-78.6747
Bethlehem,40.6266,-75.3679
Coraopolis,40.5148,-80.1627
Oxford,39.7858,-75.9801
Pittston,41.3274,-75.7885
Saint Marys,41.4574,-78.5342
Brookhaven,39.8715,-75.3918
Bellevue,40.4945,-80.055
Collingdale,39.9151,-75.2776
Bridgeville,40.3578,-80.1061
Schuylkill Haven,40.6284,-76.1729
Mount Pocono,41.1225,-75.3582
Berwick,41.0555,-76.2492
Wilkes-Barre,41.2468,-75.8759
Milton,41.0089,-76.8506
McKeesport,40.3419,-79.8439
Oakmont,40.52,-79.8365
New Freedom,39.7353,-76.6967
Morrisville,40.2074,-74.7797
Chester,39.8456,-75.3719
Ellwood City,40.8619,-80.283
Greenville,41.4052,-80.3837
Ambler,40.1564,-75.2215
Bradford,41.9604,-78.6413
Gettysburg,39.8304,-77.2339
Stroudsburg,40.9838,-75.1972
Roaring Spring,40.3348,-78.3959
Shillington,40.303,-75.967
Oil City,41.4282,-79.7035
Lewisburg,40.9642,-76.8901
La Quinta,33.6536,-116.2785
Saint Helena,38.5044,-122.4681
Pleasant Hill,37.954,-122.0759
Pomona,34.0585,-117.7625
Oakdale,37.7616,-120.847
Upland,34.1178,-117.6603
Riverbank,37.7268,-120.9402
Brea,33.9255,-117.8654
San Jacinto,33.797,-116.9915
Redding,40.5698,-122.365
Exeter,36.294,-119.1459
Hercules,38.0064,-122.2564
Moorpark,34.2855,-118.877
Windsor,38.5418,-122.8086
El Monte,34.074,-118.0291
Calistoga,38.5818,-122.5825
Sebastopol,38.4001,-122.8277
Clearlake,38.959,-122.633
Burbank,34.1879,-118.3234
Rancho Santa Margarita,33.6318,-117.5989
Manhattan Beach,33.8895,-118.3972
Corning,39.9282,-122.182
Maywood,33.9885,-118.1877
La Habra Heights,33.9603,-117.9509
East Palo Alto,37.4671,-122.1352
Lakewood,33.8471,-118.1221
Irvine,33.6772,-117.7738
Norco,33.9253,-117.55
Rocklin,38.8075,-121.2488
Salinas,36.6881,-121.6316
Newark,37.5204,-122.0312
Apple Valley,34.5329,-117.2102
Bell Gardens,33.9663,-118.155
Lodi,38.1218,-121.2932
Foster City,37.5553,-122.2659
Vallejo,38.1133,-122.2359
Indio,33.7346,-116.2346
Tiburon,37.8854,-122.4637
Hesperia,34.3974,-117.3144
Azusa,34.1386,-117.9124
Big Bear Lake,34.243,-116.8956
Emeryville,37.8382,-122.2932
Hollister,36.8563,-121.3981
Buellton,34.6152,-120.1943
Waterford,37.6429,-120.7553
Cathedral City,33.8363,-116.4642
Buena Park,33.8572,-118.0046
Downey,33.9379,-118.1312
Williams,39.1489,-122.1373
El Segundo,33.9169,-118.4021
Los Altos,37.3685,-122.0966
Bakersfield,35.353,-119.036
San Bernardino,34.1412,-117.2936
Encinitas,33.0492,-117.2613
Loomis,38.8093,-121.1955
Santa Fe Springs,33.933,-118.0625
Paradise,39.7558,-121.6063
American Canyon,38.1798,-122.2583
Palm Desert,33.7378,-116.3695
Whittier,33.9678,-118.0188
Duarte,34.1609,-117.9505
Sanger,36.6992,-119.5576
Chula Vista,32.6281,-117.0145
Mammoth Lakes,37.6273,-118.99
Jackson,38.3485,-120.7728
Adelanto,34.5815,-117.4395
Twentynine Palms,34.1484,-116.0655
Cupertino,37.3168,-122.0465
Palm Springs,33.8013,-116.5381
Ukiah,39.1462,-123.2104
Fullerton,33.8841,-117.9279
Lompoc,34.6618,-120.4714
Victorville,34.5277,-117.3537
Crescent City,41.7727,-124.1902
Anaheim,33.839,-117.8572
Coronado,32.664,-117.16
Wasco,35.5938,-119.3673
Fillmore,34.3989,-118.9181
Delano,35.767,-119.2637
Campbell,37.2803,-121.9542
Lynwood,33.924,-118.2017
Temecula,33.4928,-117.1314
Los Gatos,37.2307,-121.9563
Mendota,36.7555,-120.3777
Newman,37.3157,-121.0211
San Anselmo,37.9821,-122.5699
Kerman,36.7249,-120.0625
Laguna Woods,33.6099,-117.7299
Menlo Park,37.4686,-122.1671
Corona,33.862,-117.5644
Walnut Creek,37.9025,-122.0398
Fresno,36.7834,-119.7941
Pasadena,34.1598,-118.139
San Marcos,33.1349,-117.1744
Milpitas,37.4338,-121.8921
Hillsborough,37.5573,-122.3587
National City,32.6654,-117.0983
Piedmont,37.8226,-122.2301
Malibu,34.0368,-118.7845
Los Alamitos,33.7972,-118.0594
Hawaiian Gardens,33.8303,-118.0728
Arcadia,34.1342,-118.0373
Yreka,41.7292,-122.6311
Gustine,37.2545,-120.9948
Fairfield,38.2594,-122.0319
Firebaugh,36.8534,-120.4537
Calexico,32.6849,-115.4944
Porterville,36.0644,-119.0337
Mission Viejo,33.6095,-117.6551
Pleasanton,37.6664,-121.8805
Vista,33.1895,-117.2387
Mount Shasta,41.3206,-122.315
Carson,33.8374,-118.2559
Tracy,37.726,-121.444
Gardena,33.8944,-118.3073
Palo Alto,37.3913,-122.1467
Lomita,33.7933,-118.3175
Chino Hills,33.9508,-117.7254
Pacifica,37.6112,-122.4781
Signal Hill,33.8029,-118.1682
Santa Maria,34.9333,-120.4432
Wildomar,33.6173,-117.2582
Laguna Beach,33.5449,-117.7613
Santa Barbara,34.4285,-119.7202
Fort Bragg,39.4414,-123.8033
Temple City,34.1022,-118.0579
Orange,33.8038,-117.8219
Lake Elsinore,33.6843,-117.3348
Sunnyvale,37.3835,-122.0257
San Bruno,37.6254,-122.4313
Suisun,38.2471,-122.0086
Watsonville,36.9205,-121.7706
Calabasas,34.1375,-118.6689
Monterey Park,34.0497,-118.1325
San Rafael,37.9905,-122.5222
Costa Mesa,33.6667,-117.9135
Roseville,38.7691,-121.3178
Livermore,37.6861,-121.7608
Desert Hot Springs,33.9551,-116.543
Coachella,33.6905,-116.143
Sierra Madre,34.1687,-118.0504
Sausalito,37.858,-122.4932
Hughson,37.602,-120.866
Ceres,37.5953,-120.9625
Holtville,32.8129,-115.3779
Turlock,37.5053,-120.8588
Cypress,33.8171,-118.0386
Blythe,33.6222,-114.6189
Eureka,40.7941,-124.1568
Pittsburg,38.019,-121.8969
Red Bluff,40.1735,-122.2413
Gilroy,37.0047,-121.5843
San Marino,34.1224,-118.1132
Huntington Park,33.98,-118.2167
Rosemead,34.0688,-118.0823
Colusa,39.2049,-122.0095
Parlier,36.6082,-119.5437
Commerce,33.9963,-118.1519
Arcata,40.862,-124.0754
Yucaipa,34.0336,-117.0426
Norwalk,33.9069,-118.0829
Ontario,34.0393,-117.6064
San Carlos,37.4982,-122.268
Burlingame,37.586,-122.3669
Reedley,36.5983,-119.4473
Fortuna,40.5855,-124.1417
Concord,37.9722,-122.0016
Scotts Valley,37.0555,-122.0118
Atwater,37.3543,-120.5981
Torrance,33.8346,-118.3417
Antioch,37.9789,-121.7957
Elk Grove,38.416,-121.384
El Centro,32.7873,-115.5579
South Gate,33.9447,-118.1926
Moraga,37.8438,-122.1225
Glendora,34.1449,-117.8468
Ridgecrest,35.6308,-117.6621
Laguna Niguel,33.5275,-117.705
Sacramento,38.5667,-121.4683
Lemoore,36.296,-119.7983
Seaside,36.6224,-121.8191
Los Banos,37.0631,-120.8405
Folsom,38.6669,-121.1422
Dixon,38.4466,-121.825
Fontana,34.0968,-117.4599
Cloverdale,38.7962,-123.0154
Imperial Beach,32.5687,-117.1184
Lemon Grove,32.7331,-117.0344
Daly City,37.6863,-122.4684
Orinda,37.8808,-122.179
Riverside,33.9381,-117.3948
Brawley,32.9783,-115.5287
El Cajon,32.8017,-116.9604
Millbrae,37.5994,-122.4024
Pacific Grove,36.6192,-121.9255
Merced,37.3058,-120.4778
Murrieta,33.5719,-117.1909
Ojai,34.4487,-119.2469
Rialto,34.1128,-117.3885
Woodland,38.6712,-121.75
Santa Rosa,38.4465,-122.706
Marysville,39.1518,-121.5836
Palmdale,34.5944,-118.1057
Saratoga,37.2682,-122.0264
West Covina,34.0555,-117.9113
Belmont,37.5154,-122.2955
Long Beach,33.8059,-118.161
Santee,32.8555,-116.9856
Walnut,34.0334,-117.8593
Madera,36.964,-120.0803
Benicia,38.0704,-122.1541
Atherton,37.4539,-122.2032
Brentwood,37.9355,-121.7191
South Pasadena,34.1103,-118.1573
Sonora,37.9819,-120.3828
Monrovia,34.165,-117.9921
Rolling Hills Estates,33.7783,-118.3509
Aliso Viejo,33.5792,-117.729
Santa Cruz,36.9788,-122.0346
Vacaville,38.3592,-121.9686
Artesia,33.8676,-118.0806
Stockton,37.9766,-121.3112
San Juan Capistrano,33.5009,-117.6544
Lancaster,34.6934,-118.1753
San Gabriel,34.0948,-118.099
Simi Valley,34.2663,-118.749
San Dimas,34.1082,-117.809
Arvin,35.1944,-118.8306
Corte Madera,37.9238,-122.5129
Alameda,37.767,-122.2673
Fremont,37.5265,-121.9852
Fowler,36.6246,-119.6739
Calipatria,33.1488,-115.5058
Beaumont,33.9059,-116.9763
Santa Monica,34.0232,-118.4813
San Fernando,34.2886,-118.4363
Camarillo,34.223,-119.0323
Susanville,40.4206,-120.6129
Solana Beach,32.9946,-117.2575
Fountain Valley,33.7105,-117.9514
Rancho Cordova,38.5739,-121.2521
South San Francisco,37.6536,-122.4197
Richmond,37.9477,-122.339
Guadalupe,34.9608,-120.5735
Escalon,37.7912,-120.9981
Cotati,38.3278,-122.7092
Barstow,34.8655,-117.0464
La Palma,33.8504,-118.0406
Hermosa Beach,33.8653,-118.3966
Shasta Lake,40.679,-122.3775
Willows,39.5147,-122.1992
Greenfield,36.3232,-121.2451
Paramount,33.8976,-118.1651
Compton,33.893,-118.2275
Petaluma,38.2423,-122.6267
Chowchilla,37.1095,-120.2349
Yorba Linda,33.889,-117.7714
Loma Linda,34.0448,-117.2503
Pinole,37.9931,-122.2834
Menifee,33.6909,-117.1849
Hawthorne,33.9147,-118.3476
Carpinteria,34.3962,-119.5117
Ripon,37.7415,-121.1309
Redwood City,37.5026,-122.2252
La Canada Flintridge,34.2097,-118.2002
Eastvale,33.9617,-117.5802
Rancho Palos Verdes,33.7554,-118.3636
Selma,36.5744,-119.6157
Alhambra,34.084,-118.1355
Escondido,33.1347,-117.0722
Morgan Hill,37.1324,-121.641
Laguna Hills,33.592,-117.6992
Cudahy,33.9631,-118.1829
Gridley,39.3622,-121.6971
El Cerrito,37.9197,-122.3025
Dublin,37.7161,-121.8964
Santa Clarita,34.4155,-118.4992
Huron,36.204,-120.0961
Manteca,37.7938,-121.227
San Francisco,37.7562,-122.443
Woodside,37.4221,-122.259
Tustin,33.7309,-117.8106
Santa Ana,33.7366,-117.8819
Fairfax,37.9884,-122.595
Moreno Valley,33.9244,-117.2045
Lakeport,39.0392,-122.9218
Healdsburg,38.6229,-122.8651
Oakley,37.9929,-121.6951
San Clemente,33.4498,-117.6103
Half Moon Bay,37.4687,-122.4383
Mill Valley,37.9085,-122.542
Hemet,33.7341,-116.9969
Hanford,36.326,-119.654
Glendale,34.1818,-118.2468
Albany,37.8898,-122.3018
West Sacramento,38.5556,-121.5504
Live Oak,39.2788,-121.6624
Berkeley,37.8723,-122.276
Marina,36.6812,-121.7894
Los Altos Hills,37.3672,-122.1391
San Luis Obispo,35.2671,-120.6689
Napa,38.2977,-122.3011
Baldwin Park,34.0829,-117.972
Winters,38.532,-121.9781
Davis,38.5552,-121.7365
La Habra,33.9278,-117.9513
Lafayette,37.8919,-122.1188
Rancho Cucamonga,34.1247,-117.5664
Indian Wells,33.7036,-116.3396
Newport Beach,33.6151,-117.8669
Bell,33.9801,-118.1798
Goleta,34.436,-119.8596
Grover Beach,35.1204,-120.6199
Willits,39.4048,-123.3494
Culver City,34.0058,-118.3968
Citrus Heights,38.6948,-121.288
Pismo Beach,35.1492,-120.6506
Taft,35.1267,-119.4242
Covina,34.0903,-117.8817
Oakland,37.7903,-122.2165
West Hollywood,34.0883,-118.3719
Capitola,36.9772,-121.9538
Chico,39.7574,-121.815
Diamond Bar,33.9992,-117.8161
Garden Grove,33.7787,-117.9601
Bellflower,33.888,-118.1271
San Mateo,37.5522,-122.3122
Oceanside,33.2247,-117.3083
San Diego,32.8312,-117.1226
Palos Verdes Estates,33.7871,-118.3976
San Jose,37.3018,-121.8485
South Lake Tahoe,38.9393,-119.9828
Carlsbad,33.1246,-117.2837
Redlands,34.0512,-117.171
Clovis,36.8278,-119.6841
Mountain View,37.4,-122.0796
Lathrop,37.8163,-121.3127
Truckee,39.3454,-120.1848
Monterey,36.5922,-121.8807
Oxnard,34.1962,-119.1819
Clayton,37.9403,-121.9301
Woodlake,36.4124,-119.0998
Villa Park,33.818,-117.8103
Redondo Beach,33.8574,-118.3766
Gonzales,36.506,-121.443
Orland,39.7461,-122.1855
Pico Rivera,33.9902,-118.0888
Stanton,33.8002,-117.9935
Thousand Oaks,34.1914,-118.8755
Colton,34.0538,-117.3254
Shafter,35.4803,-119.2009
Cerritos,33.8677,-118.0686
Montclair,34.0714,-117.6981
Port Hueneme,34.1617,-119.2036
Claremont,34.1259,-117.7153
Chino,33.9836,-117.6653
Orange Cove,36.6212,-119.3187
Grass Valley,39.2237,-121.0521
Placentia,33.8807,-117.8553
Placerville,38.7309,-120.7979
Lincoln,38.8759,-121.2916
Anderson,40.451,-122.2962
Auburn,38.895,-121.0778
Lawndale,33.8884,-118.3531
Westminster,33.7523,-117.9938
Patterson,37.4738,-121.1438
Grand Terrace,34.0312,-117.3132
Lindsay,36.2082,-119.0897
Beverly Hills,34.0786,-118.4021
Union City,37.603,-122.0187
Bishop,37.3665,-118.3958
La Verne,34.1208,-117.7702
Yucca Valley,34.1231,-116.4215
Needles,34.816,-114.6192
King City,36.2166,-121.133
Visalia,36.3273,-119.3264
San Leandro,37.7071,-122.1601
Larkspur,37.9393,-122.5313
Banning,33.946,-116.8991
Poway,32.9871,-117.0201
Los Angeles,34.1139,-118.4068
Santa Paula,34.352,-119.0698
Dinuba,36.5453,-119.3989
Modesto,37.6374,-121.0028
La Mirada,33.9025,-118.0093
Ione,38.3613,-120.9423
Rio Vista,38.1762,-121.7034
Santa Clara,37.3646,-121.9679
Dana Point,33.4733,-117.6969
Perris,33.7899,-117.2233
Rohnert Park,38.348,-122.6964
Livingston,37.3875,-120.7248
Martinez,37.9985,-122.116
Inglewood,33.9566,-118.3444
Imperial,32.8375,-115.5719
San Ramon,37.7625,-121.9365
Canyon Lake,33.6884,-117.2621
Coalinga,36.1432,-120.3266
Tehachapi,35.127,-118.475
Solvang,34.5936,-120.1401
Dos Palos,36.9854,-120.6337
La Puente,34.0323,-117.9533
Farmersville,36.3054,-119.2082
South El Monte,34.0493,-118.0484
Corcoran,36.0847,-119.5612
Agoura Hills,34.151,-118.7608
Soledad,36.4434,-121.3431
Calimesa,33.9873,-117.0542
Atascadero,35.4827,-120.6858
Galt,38.2671,-121.3034
Arroyo Grande,35.1241,-120.5845
California City,35.1578,-117.872
Danville,37.8121,-121.9698
Oroville,39.4999,-121.5634
Huntington Beach,33.696,-118.0025
San Pablo,37.9628,-122.3425
Seal Beach,33.7542,-118.0714
Tulare,36.1996,-119.34
Rancho Mirage,33.7626,-116.4273
McFarland,35.6781,-119.2414
Lake Forest,33.6607,-117.6712
Highland,34.1113,-117.1653
Sonoma,38.2902,-122.4598
Kingsburg,36.5242,-119.5608
Avenal,36.0312,-120.116
Morro Bay,35.3681,-120.8482
Hayward,37.6328,-122.0772
Yuba City,39.1357,-121.6381
Novato,38.092,-122.5576
La Mesa,32.7703,-117.0204
Montebello,34.0155,-118.1108
Fernley,39.5612,-119.1925
West Wendover,40.7407,-114.0783
Henderson,36.0145,-115.0362
Mesquite,36.8035,-114.1325
Winnemucca,40.9645,-117.7247
Carson City,39.1512,-119.7474
Fallon,39.4739,-118.778
Boulder City,35.8407,-114.9257
Las Vegas,36.2291,-115.2607
Sparks,39.5729,-119.7157
North Las Vegas,36.288,-115.0901
Elko,40.8387,-115.7674
Reno,39.5497,-119.8483
Alamosa,37.4755,-105.877
Rifle,39.5361,-107.772
Castle Pines,39.4625,-104.8706
Parker,39.5083,-104.7755
Vail,39.6386,-106.3608
Windsor,40.4679,-104.9214
Denver,39.7621,-104.8759
Lone Tree,39.5308,-104.871
Edgewater,39.7508,-105.0627
Fort Morgan,40.2549,-103.7913
Thornton,39.9205,-104.9443
Louisville,39.9709,-105.1441
Fountain,38.6887,-104.6829
Loveland,40.4167,-105.0621
Estes Park,40.3702,-105.5222
Wellington,40.7007,-105.0057
Eagle,39.6368,-106.8157
Lakewood,39.6978,-105.1168
Montrose,38.4689,-107.8594
Lochbuie,40.0117,-104.727
Manitou Springs,38.8576,-104.9127
Silverthorne,39.6564,-106.0871
Avon,39.6448,-106.5138
Superior,39.9346,-105.1586
Aspen,39.1948,-106.837
Centennial,39.5926,-104.8674
Evans,40.366,-104.7389
Erie,40.041,-105.0393
Firestone,40.1564,-104.9494
Delta,38.7561,-108.0773
Cortez,37.3502,-108.577
Wheat Ridge,39.7728,-105.1031
Craig,40.517,-107.5558
Colorado Springs,38.8674,-104.7606
Berthoud,40.3061,-105.0403
Trinidad,37.1748,-104.4907
Durango,37.2744,-107.8701
Westminster,39.8837,-105.0627
Grand Junction,39.0878,-108.5673
La Junta,37.9797,-103.5473
Frederick,40.1095,-104.9669
Lafayette,39.9949,-105.0997
Broomfield,39.9541,-105.0527
Gunnison,38.5455,-106.9226
Federal Heights,39.8651,-105.0154
Greenwood Village,39.6152,-104.9131
Eaton,40.5272,-104.7125
Arvada,39.8321,-105.151
Aurora,39.7084,-104.7274
Basalt,39.3664,-107.0414
Woodland Park,38.9987,-105.0595
Dacono,40.0618,-104.95
Brush,40.2581,-103.6321
Lamar,38.0739,-102.6155
Littleton,39.5911,-105.0194
Sterling,40.6207,-103.1919
Pagosa Springs,37.2675,-107.0301
Gypsum,39.6288,-106.9335
Glenwood Springs,39.5459,-107.3348
Glendale,39.7036,-104.9352
Steamboat Springs,40.4774,-106.8233
Canon City,38.4429,-105.2204
Castle Rock,39.3761,-104.8534
Salida,38.53,-105.9983
Pueblo,38.2701,-104.6131
Sheridan,39.6467,-105.018
Breckenridge,39.4994,-106.0433
Fort Lupton,40.0826,-104.8015
Fruita,39.154,-108.7285
Longmont,40.1691,-105.0996
Fort Collins,40.5479,-105.0658
Commerce City,39.8642,-104.8434
Carbondale,39.3948,-107.2145
Boulder,40.0249,-105.2523
Englewood,39.6468,-104.9942
Cherry Hills Village,39.6375,-104.9481
Leadville,39.2467,-106.2935
Milliken,40.3106,-104.8556
Golden,39.7406,-105.2122
Greeley,40.415,-104.7696
Brighton,39.9714,-104.7966
Florence,38.3835,-105.1114
Johnstown,40.3499,-104.9479
Northglenn,39.9106,-104.9783
Monument,39.0736,-104.8469
New Castle,39.5785,-107.5262
Kodiak,57.7934,-152.4059
Anchorage,61.1508,-149.1091
Wasilla,61.577,-149.4661
Palmer,61.5971,-149.1147
Soldotna,60.4862,-151.0672
Kenai,60.5619,-151.1985
Homer,59.653,-151.5255
Fairbanks,64.8353,-147.6533
Ketchikan,55.3556,-131.6698
Juneau,58.444,-134.1515
Sitka,57.2401,-135.3153
Pinson,33.7062,-86.6655
Hoover,33.3763,-86.8058
